TID	Name	RA	Dec
577	V* HT Lac                          	331.3187477	46.74483265
578	BD+45 3801                         	331.4966711	46.45483002
579	V* CN Lac                          	331.535409	46.30977324
580	V* AQ Lac                          	331.9115733	47.00862824
581	V* SS Lac                          	331.1731331	46.42725288
582	V* AT Lac                          	332.7395304	46.45745526
583	HD 211835                          	334.7509998	45.80237096
584	HD 211431                          	334.0039191	45.08911917
585	V* GP Lac                          	333.072891	45.51458001
586	V* BQ Lac                          	333.9576131	46.00893001
587	V* V368 Lac                        	333.4080314	44.94662412
588	SN 1992ax                          	332.61308	45.04228
589	V* V454 Lac                        	332.2709572	45.5079485
590	Case 748                           	333.0556517	46.76844706
591	V* AR Lac                          	332.1700752	45.74225112
592	V* V402 Lac                        	332.313332	44.84647747
593	V* BM Lac                          	332.0739078	45.00696376
594	BC 99                              	333.6951045	46.91088362
595	V* V2466 Cyg                       	330.67433	46.65192
596	* 2 Lac                            	335.2564469	46.53656836
597	V* AZ Lac                          	335.8587687	47.31995134
598	V* GT Lac                          	337.6250389	45.82806895
599	V* FX Lac                          	336.1060066	46.14761292
600	IRAS 22169+4647                    	334.76171	47.05209014
601	IRAS 22220+4616                    	336.0442239	46.53551351
602	LD 200                             	336.2076621	47.82321831
603	V* V384 Lac                        	335.8705845	47.74224036
604	V* V386 Lac                        	337.485461	45.78167763
605	V* GR Lac                          	334.985334	46.32253408
606	V* BR Lac                          	334.2828394	46.43924491
607	V* FW Lac                          	335.3562316	45.64994462
608	V* V429 Lac                        	335.4197091	47.52799635
609	V* V353 Lac                        	336.3814721	46.69139521
610	V* V361 Lac                        	335.1716531	45.93477676
611	V* BY Lac                          	339.0505469	48.27381739
612	V* BW Lac                          	338.1457078	48.4286064
613	V* BE Lac                          	339.8048538	48.34911327
614	V* V417 Lac                        	339.920424	47.05918324
615	HD 215242                          	340.7680009	47.16875254
616	V* GH Lac                          	339.9006806	47.29683698
617	V* BZ Lac                          	339.7769851	46.25675902
618	HD 213129                          	337.0938874	47.44981006
619	V* BB Lac                          	337.1599965	47.97035872
620	V* BV Lac                          	337.5563275	46.88691287
621	V* V414 Lac                        	338.4066042	46.56525807
622	* 5 Lac                            	337.3825938	47.70688686
623	V* V431 Lac                        	337.7651502	47.22818026
624	AN 77.1942                         	339.9	47.2333
625	BC 102                             	337.8934751	48.26684577
626	V* V450 Lac                        	339.9952987	47.33767059
627	V* EF Lac                          	342.4564177	48.63168585
628	V* CK Lac                          	341.6453639	48.46311724
629	V* DZ Lac                          	342.0940489	49.19992398
630	V* V422 Lac                        	342.3236551	47.93007036
631	V* FS Lac                          	343.3098724	47.96847444
632	IRAS 22446+4708                    	341.6952777	47.40923643
633	V* V421 Lac                        	341.3161058	47.20378464
634	V* FF Lac                          	340.8434406	48.01477837
635	V* CF Lac                          	341.0282271	47.50968243
636	NSV 14323                          	342.075	48.2167
637	NSV 14345                          	343.2	48.9667
638	V* V459 Lac                        	342.7271941	48.65670119
639	V* CS And                          	344.5238809	48.75929776
640	V* AZ And                          	345.9624746	48.8648491
641	V* OR And                          	346.1559358	49.45662759
642	V* AA And                          	346.3451866	47.67631064
643	IRAS 23050+4749                    	346.8249643	48.08958121
644	V* QZ And                          	344.7769041	49.13284365
645	V* FT Lac                          	343.6147603	48.43268192
646	V* V596 And                        	346.0950605	47.05511975
647	HD 218674                          	347.3197768	49.65061419
648	BD+47 4087                         	348.5933148	48.39756594
649	V* CZ And                          	347.2536133	49.61429113
650	V* FX And                          	348.3152413	49.99784857
651	V* ES And                          	347.9012158	49.00663864
652	* 8 And                            	349.436024	49.01530219
653	BD+48 3999                         	349.8830368	49.45692536
654	V* DE And                          	349.3589274	48.5517101
655	V* BE And                          	349.928985	48.66921007
656	V* AC And                          	349.5097765	48.7828721
657	V* DF And                          	349.6677643	48.18925186
658	V* AI And                          	349.5783512	48.95864744
659	V* KZ And                          	347.4890174	47.95834525
660	BD+46 3956                         	347.5517573	47.57062196
661	V* V461 And                        	347.9956641	49.6602436
662	NOVA And 1986                      	348.024	47.47214
663	V* V452 And                        	349.7465981	48.52501267
664	V* V384 And                        	350.9665206	49.06881892
665	BD+48 4044                         	351.5480688	49.22085137
666	BD+48 4048                         	351.6345428	49.49746234
667	BD+47 4188                         	353.1505787	48.77089684
668	V* EW And                          	351.7390129	49.51638438
669	V* DL And                          	352.4458504	48.955291
670	V* DI And                          	351.734968	48.95590895
671	V* DH And                          	351.1610563	49.05053108
672	V* BV And                          	351.7587016	50.12026792
673	V* Z And                           	353.4164797	48.81832607
674	IRAS 23286+4946                    	352.7554012	50.05493801
675	V* BT And                          	350.8889956	48.45298334
676	V* AK And                          	350.2983266	50.00334677
677	NSV 14584                          	352.125	49.7667
678	V* V408 And                        	350.4809677	48.96280565
679	V* V424 And                        	351.1652863	49.6001902
680	V* V410 And                        	352.9883284	48.98829048
681	NSV 14573                          	351.8316152	48.29116478
682	V* V425 And                        	351.9054696	50.28784102
683	SN 2001dt                          	350.57988	50.15703
684	V* FY And                          	350.86937	50.26608
685	V* EX And                          	354.9662856	47.75050096
686	V* GI And                          	354.8678124	48.50673512
687	V* GH And                          	354.4178948	50.24253222
688	V* DN And                          	353.9639299	50.17194013
689	V* BM And                          	354.4103159	48.40328831
690	V* BY And                          	354.3890672	47.68478152
691	V* AD And                          	354.1875274	48.67099258
692	SV* GR 59                          	355.35	47.7333
693	V* V426 And                        	353.6202545	50.16497533
694	V* RS And                          	358.8405994	48.63826408
695	NSV 14720                          	357.328617	47.858886
696	SV* GR 61                          	357.95	48.2833
697	HD 37                              	1.37459144	50.52080946
698	HD 15                              	1.324489123	48.47717161
699	V* IX Cas                          	1.211736097	50.23487181
700	V* AM And                          	1.257544485	48.43263116
701	IRAS 00046+4952                    	1.821078892	50.15555714
702	IRAS 00083+4758                    	2.729151531	48.25922252
703	SV* SVS 753                        	0.873033066	49.89984197
704	V* V349 And                        	4.039285688	47.89284197
705	V* ST Cas                          	4.383675503	50.28734608
706	HD 1240                            	4.224820553	49.4619161
707	BD+47 38                           	3.937271562	48.32065496
708	V* KO Cas                          	5.46152036	48.42866061
709	IRAS 00182+4952                    	5.222868559	50.15208712
710	IRAS 00237+5000                    	6.608994288	50.27706798
711	V* V544 Cas                        	4.011541895	48.91815199
712	V* V338 Cas                        	3.278307312	49.10616761
713	SV* SVS 992                        	5.737932656	47.89542848
714	V* V1008 Cas                       	5.317608049	48.18491788
715	NSV 120                            	4.6958	50.3233
716	SN 2000cz                          	3.49262	48.15394
