EID	aperture	FoV	pixel_scale	tracking accuracy (")	limiting magnitude (mag)	elevation limit (deg)	"mount type (german, fork, theodolite)"	camera_type_1	camera_type_2	Johnson B	Johnson V	Johnson R	SDSS u	SDSS g	SDSS r	SDSS i	SDSS z
240	0.99099846	357.9811255	0.893768326	0.94380252	17.28985969	23.05073659	fork	colored	cooled	y	y	n	y	y	y	y	n
241	0.257284994	371.4904985	0.197100077	0.944670633	18.60768924	20.70026133	fork	colored	cooled	y	y	n	y	n	n	y	y
242	4.942438472	139.1063957	2.000516868	0.252266745	10.47073349	29.59546055	theodolite	mono	cooled	n	y	y	y	y	y	n	n
243	1.446617082	363.6277356	1.236875394	0.923613437	12.82838742	19.96424689	german	mono	cooled	y	y	y	y	y	y	y	y
244	8.954889312	419.8484719	2.550584402	0.978390118	20.83672884	14.83334594	fork	mono	cooled	n	y	y	y	n	y	y	y
245	7.227033229	366.126777	0.571542898	0.267706677	8.901807424	14.23518205	fork	mono	uncooled	n	y	y	y	y	y	y	y
246	8.477422655	327.8282093	2.514673736	0.820755648	17.20615132	34.8790201	fork	mono	cooled	y	n	y	y	n	y	y	y
247	3.506682109	297.1805049	2.8955349	0.815652559	20.31585924	22.8508277	fork	mono	cooled	y	y	n	y	y	y	y	y
248	9.712011252	2.70383674	1.940458823	0.61864022	15.51693712	26.97743791	fork	mono	cooled	y	y	n	y	y	y	y	y
249	2.156504376	241.682806	2.487777613	0.990403855	12.41044341	34.47604719	german	mono	cooled	y	y	y	n	n	y	y	y
250	7.538726364	84.03354601	2.329595177	0.275168626	14.83047852	12.50895496	theodolite	colored	cooled	y	n	y	y	y	n	y	y
251	8.530808847	478.743521	1.706618033	0.172223372	17.57744762	29.73951705	fork	mono	uncooled	y	y	y	y	n	y	y	y
252	1.422738486	152.1468814	1.271935418	0.509911966	8.799605686	13.38076202	fork	mono	cooled	y	y	y	y	y	y	y	y
253	6.438786497	533.281117	2.975402163	0.678343723	16.52579916	25.13604401	theodolite	mono	cooled	y	n	y	y	y	y	y	y
254	7.366240885	468.2460869	2.488001165	0.264304874	8.920069892	27.68572198	fork	mono	cooled	y	n	y	y	y	y	y	y
255	9.79822939	578.8908325	0.930368228	0.717410516	24.55759202	25.26653127	theodolite	colored	cooled	y	y	y	n	y	y	y	y
256	9.519365846	518.6909173	1.465344825	0.561904014	16.38385272	24.29229167	fork	mono	cooled	y	y	y	y	y	y	n	y
257	5.419154688	277.3245631	2.316642399	0.31213839	11.61313824	15.88737776	fork	mono	cooled	y	y	y	y	n	y	y	y
258	4.834671998	462.266374	0.241641672	0.576609056	20.82727553	22.48876381	fork	mono	uncooled	n	y	y	n	y	y	n	y
259	4.425434408	318.8261856	0.29636127	0.175861456	11.78089793	22.79699968	german	mono	cooled	n	y	y	y	y	n	y	y
260	6.077493366	103.9697064	2.14452737	0.820572455	10.10838883	17.69357064	german	mono	cooled	n	y	y	n	y	y	n	y
261	4.612266719	347.7858228	1.338167553	0.149910624	23.87983572	28.72252844	fork	mono	cooled	y	y	y	y	y	y	n	y
262	8.935650392	91.9857532	0.165062997	0.95889161	15.16227465	29.21616014	german	colored	cooled	y	y	y	n	y	y	y	y
263	8.5561598	117.9504421	1.003168263	0.108912926	15.49554205	30.75719001	fork	colored	cooled	n	y	y	y	y	y	y	y
264	9.522932414	361.8282782	2.132937229	0.516512531	22.04203669	17.46844867	fork	mono	cooled	y	n	n	n	y	y	y	y
265	0.201749495	285.9601599	2.80229038	0.528127786	13.95952531	21.87734021	theodolite	mono	cooled	y	y	y	y	y	y	n	y
266	4.058886082	339.7725593	1.580862973	0.84146009	11.48043379	23.90453027	fork	colored	cooled	y	y	y	n	y	y	n	n
267	6.455491314	318.9223334	1.905597448	0.139625164	15.5043396	28.06092253	fork	mono	cooled	y	y	y	y	y	y	n	y
268	9.92297368	105.0645574	0.285793029	0.381278968	21.38343067	32.79455067	fork	mono	cooled	n	y	y	y	y	y	y	y
269	9.742713274	596.0824708	1.890690933	0.838116517	21.6041722	33.05449604	fork	mono	uncooled	n	n	n	y	y	n	y	y
270	1.227972037	494.7337745	0.615891816	0.599385195	13.43312578	28.21030743	fork	mono	cooled	y	y	y	n	n	y	y	y
271	4.490757845	526.2394603	1.539584679	0.765071555	17.86681886	29.6997307	theodolite	mono	cooled	y	y	y	y	y	y	y	n
272	2.765953945	85.51303422	1.227908254	0.1230342	22.84670566	30.63655656	fork	mono	cooled	y	y	y	n	y	y	n	y
273	0.926131662	244.5975702	1.040720993	0.256678741	8.12624578	23.13050244	fork	mono	cooled	y	n	y	n	y	n	y	y
274	2.869972002	89.72638165	0.917174417	0.835559554	13.98082411	21.57572187	fork	mono	cooled	y	y	n	y	n	n	y	y
275	3.056781244	445.2067968	1.708040041	0.675443181	10.83906394	16.03294213	fork	mono	cooled	n	y	y	n	n	y	y	y
276	4.623422787	53.45040409	2.120395066	0.979578008	21.67512273	30.79172825	theodolite	colored	cooled	y	y	n	y	n	y	n	n
277	1.821309437	392.6871172	1.086190372	0.157404461	13.95195157	28.31581728	german	mono	cooled	y	y	y	y	y	y	n	n
278	8.468785298	283.2495069	0.741968582	0.591746518	21.0508132	23.99910798	fork	mono	cooled	y	n	y	y	y	y	n	y
279	4.726717543	8.104137007	0.291871797	0.148942817	18.80085101	31.17441701	german	mono	cooled	y	y	y	n	y	y	y	y
280	7.163724484	223.7784109	1.176788884	0.64159283	13.65746381	16.79279691	fork	colored	uncooled	y	y	y	n	y	y	y	y
281	7.351277964	96.42667046	1.160981752	0.537871488	8.993522807	25.70697565	german	mono	uncooled	n	y	y	n	y	n	y	y
282	5.348939731	360.50446	1.503222715	0.79274327	16.88633732	18.20997886	german	mono	cooled	y	y	y	y	y	y	y	n
283	5.022571716	591.3756886	0.557394895	0.768222947	24.47541638	21.88003455	fork	mono	cooled	y	y	y	y	y	y	n	y
284	3.131477752	546.160293	0.892450716	0.949133974	10.30640841	14.059869	fork	mono	cooled	y	y	y	n	y	y	n	y
285	4.675505854	508.7285326	1.968347727	0.773609204	17.08638632	33.38701028	fork	mono	cooled	y	n	y	y	y	y	y	n
286	1.75714358	594.3034896	2.678191616	0.891654717	18.29833125	15.4619792	fork	mono	cooled	y	y	y	y	y	y	y	y
287	3.35384733	555.5629862	2.986548025	0.886811665	11.23152044	31.76769552	fork	mono	cooled	n	n	y	y	y	y	y	y
288	2.787009079	300.5900322	2.853900876	0.189403253	23.43654295	17.77837315	theodolite	mono	cooled	y	n	y	y	y	y	y	n
289	8.3918988	337.0757536	2.177085588	0.131628861	12.61674585	29.07713921	theodolite	mono	cooled	y	y	y	y	n	y	y	y
290	2.230368485	394.567183	1.169268845	0.517619486	9.336745558	16.10582242	german	mono	cooled	y	y	y	n	y	y	y	n
291	6.094700722	447.0138299	0.280215697	0.590489893	12.54999763	27.13202107	theodolite	mono	cooled	y	y	y	y	n	y	y	y
292	8.6943683	385.5257928	0.306295654	0.347662533	23.50564202	27.40825337	fork	mono	cooled	y	n	y	y	n	n	y	y
293	9.801274995	594.2782722	1.511836308	0.25743067	21.92372772	18.94346813	theodolite	colored	cooled	y	y	n	y	y	y	y	y
294	1.143848522	358.317442	1.984935864	0.651232082	10.07800488	30.90853394	fork	mono	cooled	n	n	y	y	y	y	y	y
295	1.303264697	582.4130651	0.886774551	0.815378469	12.58928935	22.82153292	fork	mono	cooled	y	y	y	y	y	y	n	y
296	5.515026731	139.7531153	0.980521862	0.774951573	14.7240171	17.54324211	german	mono	cooled	y	n	y	y	y	n	n	y
297	8.320348285	114.3353864	1.979238399	0.781337811	10.06720298	23.00906777	german	mono	cooled	y	y	n	y	y	n	y	y
298	6.376379311	260.9589023	1.208441285	0.216293488	16.57502794	34.60990337	german	mono	cooled	y	y	y	y	y	n	y	y
299	6.272389417	102.8147088	1.118425765	0.694756123	22.70131765	17.2246261	theodolite	mono	cooled	y	y	y	n	y	y	y	y
300	8.281443855	318.866373	0.181302131	0.130820128	13.92620884	14.97103844	fork	colored	cooled	y	y	y	n	y	y	y	n
301	8.465489413	290.1586326	0.603451476	0.942208286	13.63249745	24.76806695	german	mono	cooled	y	n	y	n	n	y	n	y
302	6.401141061	314.0386979	2.673090642	0.766372196	10.64708045	25.49463975	german	mono	cooled	y	y	n	y	y	y	n	y
303	4.598434672	413.3999068	1.199004028	0.615350204	17.48676909	30.45563767	fork	colored	uncooled	y	y	y	y	y	y	n	y
304	4.270320247	457.9178064	1.086318817	0.457472445	23.2812823	14.49291794	german	mono	cooled	y	n	y	n	y	y	y	y
305	4.359077729	185.1011487	2.252510347	0.562350371	23.37395218	27.08392893	fork	mono	cooled	y	y	n	n	y	y	y	n
306	1.464779934	461.2995367	2.754068784	0.514297956	21.56909006	29.12060467	german	mono	uncooled	y	y	n	y	y	y	y	n
307	4.123609339	353.4770285	1.976814482	0.971458379	15.94148126	12.65288158	german	colored	cooled	y	y	y	y	y	y	n	y
308	8.602623763	489.6995038	2.085242718	0.68868593	22.11368763	26.57129814	fork	mono	cooled	y	y	y	y	y	y	y	y
309	3.598402657	97.0660258	0.564093435	0.97742174	16.92120887	19.02712107	fork	mono	cooled	y	y	y	y	y	y	y	n
310	1.426107283	12.01233543	2.027823861	0.648317135	18.26284476	32.81791267	fork	mono	cooled	n	y	n	y	y	y	n	y
311	2.74483298	365.2363231	2.819853931	0.236630031	17.34911011	14.42006374	theodolite	mono	cooled	y	y	y	y	y	y	y	y
312	4.405292994	105.6039818	0.444000678	0.826572734	20.91520463	32.49111795	theodolite	mono	cooled	y	y	n	y	y	n	y	y
313	0.195941476	425.1855582	0.649869912	0.417205575	10.24203273	34.3423254	fork	colored	cooled	y	y	y	n	y	y	y	y
314	4.781597434	580.7121433	1.739634348	0.88493815	20.61812736	16.67175394	fork	mono	cooled	y	y	y	y	y	y	y	y
315	3.092237856	316.3083322	2.528349654	0.623172294	13.33579887	25.72342654	fork	colored	cooled	n	n	y	n	n	y	n	y
316	5.399373252	518.5691865	1.863486778	0.671624066	9.399293996	27.49303427	fork	mono	cooled	y	y	y	n	y	y	y	y
317	7.382427823	212.3936479	2.072181166	0.416904256	16.91806758	34.84797434	german	mono	uncooled	y	n	y	y	y	y	y	y
318	9.755138472	318.0716791	2.102398502	0.125226108	22.43304392	32.19668511	german	colored	cooled	y	y	y	y	y	n	y	y
319	3.997182912	61.25646788	2.912175538	0.761977531	20.80936183	14.84868885	fork	mono	cooled	n	y	y	y	y	n	y	y
320	1.655991347	437.6528886	1.230710664	0.985250646	18.33766457	22.62161565	fork	mono	cooled	y	n	y	y	y	y	y	y
321	2.523542858	111.5467025	0.795348211	0.176779613	16.57173957	18.01303243	fork	mono	cooled	y	y	y	y	y	y	n	y
322	6.001421803	516.1485986	1.808578814	0.39886972	22.42451123	14.1157844	fork	mono	cooled	y	n	y	y	y	y	n	y
323	7.869221822	185.1365403	0.540189652	0.160652042	23.06326539	32.55772898	fork	colored	cooled	y	y	n	y	y	y	y	n
324	2.612187635	475.2153061	0.692038317	0.205342146	22.15925489	15.56581818	german	colored	cooled	y	y	y	n	y	y	n	y
325	9.965191515	273.9700313	0.525796717	0.215989894	11.46268473	18.26835855	german	mono	cooled	y	y	y	y	y	y	y	y
326	4.469159075	536.8544244	0.695246456	0.675035991	10.80570851	22.19285945	german	mono	cooled	y	y	y	y	n	n	y	y
327	3.459971385	119.9815395	2.305477287	0.457034227	10.17175623	23.48051158	theodolite	mono	cooled	y	y	y	y	y	y	y	y
328	8.105514008	324.203528	0.331777929	0.305336083	18.58335803	30.07638004	fork	mono	cooled	n	y	n	y	y	y	n	y
329	1.166977466	75.06012015	1.588266872	0.580625118	13.26511739	25.50938562	fork	colored	cooled	y	y	y	y	y	y	y	y
330	8.879656724	418.6715671	1.754641661	0.151582184	23.10832684	24.03576533	fork	colored	cooled	y	y	y	y	y	y	y	y
331	4.438523294	541.8148035	2.251462303	0.26030027	15.86724776	13.60483171	german	mono	cooled	y	y	y	y	y	y	y	y
332	9.300008675	454.3058605	0.312114048	0.891177075	24.94840287	23.07067006	german	colored	uncooled	y	n	y	y	n	y	y	y
333	7.709952171	255.7407836	2.271143496	0.420433998	8.440584345	12.21585614	fork	mono	uncooled	y	n	y	y	n	y	y	y
334	9.645087908	97.4813381	2.445907526	0.562183282	12.7714611	25.86989583	fork	mono	cooled	n	y	y	y	y	y	n	n
335	6.422617672	461.1518249	0.605649752	0.20769677	22.84094399	20.84921823	fork	mono	cooled	n	n	y	y	y	y	y	n
336	7.166570069	77.45773053	1.940199618	0.581517718	24.23063702	27.33148015	theodolite	mono	cooled	y	y	y	y	y	n	n	y
337	5.317584572	395.3184262	0.904517212	0.495325608	23.79450511	30.9351065	fork	mono	cooled	y	n	y	y	y	y	n	y
338	5.58239102	375.8936829	1.977681437	0.846884826	23.45693376	32.56221212	theodolite	mono	cooled	y	y	y	y	y	y	y	y
339	4.531016787	517.0549308	0.154809378	0.581686845	23.77343447	28.83322737	german	mono	cooled	y	y	y	y	y	y	y	n
340	4.060491691	545.7262098	2.296522895	0.647541084	22.0223622	33.20924843	fork	mono	cooled	y	n	y	y	y	n	y	y
341	3.852491424	419.346136	1.014301829	0.890239809	14.10926904	14.88811293	theodolite	mono	cooled	y	y	y	y	y	y	y	n
342	2.454123353	167.1543624	1.182015255	0.889001338	16.40076501	21.52953536	fork	mono	uncooled	y	n	n	n	y	y	y	y
343	7.892295949	555.9189645	1.136581324	0.671614158	11.13770571	24.45460899	theodolite	colored	cooled	y	y	y	y	y	y	y	y
344	0.392593114	262.8135483	2.066089804	0.979423475	24.34737741	30.15661765	german	mono	cooled	n	y	y	y	y	y	y	y
345	2.852023499	508.7782658	2.653740461	0.876614335	19.29609897	30.63676998	german	mono	cooled	y	y	y	y	y	y	y	y
346	8.156323866	105.8089813	1.12321912	0.597071476	9.80277214	16.2006072	german	colored	cooled	n	y	y	y	y	y	n	y
347	0.663279736	433.8881945	2.41616447	0.671482073	8.071240113	29.47499575	theodolite	mono	cooled	y	y	y	y	n	y	y	n
348	7.047831874	158.6188768	2.621834661	0.649870308	23.06553882	13.75487913	theodolite	colored	cooled	n	n	n	y	n	y	n	y
349	9.033858832	194.9281761	0.487406446	0.732033626	16.62763852	12.65053066	fork	colored	cooled	y	n	n	y	n	y	y	y
350	2.249568727	5.034394057	0.336570347	0.723437901	13.43364475	26.10475021	german	mono	cooled	y	y	y	n	y	y	y	n
351	9.039256408	326.9060445	2.763581495	0.417098772	11.116023	31.25724533	theodolite	colored	cooled	n	n	y	y	y	n	y	n
352	1.980732189	531.9724907	0.964646301	0.190864721	17.85965121	13.01640515	fork	mono	cooled	y	n	n	y	y	n	y	y
353	0.594320302	386.9434452	2.231841752	0.750082169	8.568899515	28.85144512	theodolite	colored	cooled	y	y	y	y	y	y	y	n
354	1.284697828	201.0615744	1.309385424	0.545542972	8.424796308	28.37211706	german	mono	cooled	y	y	n	y	y	y	y	y
355	6.195893136	33.5171996	1.780750878	0.678501292	10.57848733	30.14878172	theodolite	colored	cooled	y	y	y	y	y	y	n	y
356	3.595770477	462.8118755	1.890732384	0.283116977	20.55466052	15.22896401	german	mono	cooled	y	y	y	y	y	y	y	y
357	8.318394622	23.24139276	0.128362502	0.777666784	10.76832265	14.52251936	german	colored	cooled	y	y	n	y	y	n	y	n
358	0.714670099	493.5444032	0.279297216	0.406659932	17.20990819	17.05873627	german	mono	uncooled	y	y	n	y	n	y	y	y
359	7.167342698	150.1651754	1.366283245	0.297729329	21.32506376	31.85554421	fork	mono	cooled	y	y	y	n	y	y	y	n
360	7.657227604	598.6573801	0.83134879	0.613061801	15.06664845	21.1247173	fork	mono	cooled	y	y	y	y	n	y	y	y
361	7.466338969	124.9366003	0.809067724	0.820063862	21.55933553	18.41951945	german	mono	cooled	y	y	n	y	y	y	n	y
362	2.631908911	147.0146917	1.268747734	0.570781655	20.85739573	22.94918489	german	mono	cooled	y	y	y	y	y	y	y	y
363	7.607267868	8.735624724	0.903159909	0.862166139	19.51041571	16.65928734	theodolite	colored	cooled	y	n	y	y	y	y	y	y
364	7.420550502	434.802237	2.510664035	0.58460675	17.32914022	16.26127723	fork	mono	cooled	n	n	y	y	y	n	y	y
365	8.528842107	85.32221833	2.363874914	0.368305506	10.34792497	15.02412129	german	mono	cooled	y	y	y	y	y	y	y	y
366	7.548847647	84.22014597	2.95951603	0.2539146	18.57909297	21.44492701	german	mono	uncooled	y	y	y	y	y	y	y	n
367	5.380609257	56.47381108	0.927386696	0.280194858	24.330474	17.53966478	fork	mono	cooled	y	y	y	y	n	y	n	y
368	4.740498805	93.39336393	0.356482561	0.435305068	13.13752416	17.51213343	theodolite	mono	cooled	n	n	y	y	y	y	n	y
369	1.93863787	36.85555622	1.141976552	0.698337857	24.59617185	20.94382085	theodolite	colored	cooled	y	y	y	y	y	n	y	y
370	9.128164054	97.44955553	0.650716566	0.64177476	11.25052019	16.2969529	fork	mono	cooled	y	y	y	y	y	n	y	y
371	8.955345444	317.9759982	0.806754766	0.604233414	8.848112242	31.08277324	fork	mono	cooled	n	y	y	y	y	y	y	y
372	9.805220655	146.6274758	0.824408521	0.600495944	23.8584438	22.9071161	fork	mono	cooled	y	y	n	y	y	y	y	y
373	9.214347484	406.0008301	1.172918849	0.412997679	19.32831383	31.74786978	theodolite	mono	uncooled	y	y	n	y	n	n	n	n
374	4.558439947	80.04515649	1.641192779	0.236102605	16.99820508	25.94960846	theodolite	colored	cooled	y	y	y	y	y	y	n	y
375	1.808380973	349.9267504	2.47369797	0.65153689	15.83828551	23.87408469	fork	mono	cooled	y	y	y	y	n	y	y	y
376	1.882281105	461.4237847	2.142016787	0.993796497	10.44525827	14.99090962	theodolite	colored	cooled	y	y	y	y	y	y	y	y
377	9.222101457	205.2451504	1.051828392	0.213465273	20.86378863	16.9416392	german	mono	cooled	y	y	y	y	y	y	n	y
378	3.290049233	237.9842438	2.03655196	0.348712891	19.29848067	33.38182547	german	mono	cooled	y	y	y	y	y	y	y	y
379	3.17626973	163.731592	1.11073992	0.824064302	14.05216102	22.11720375	fork	mono	cooled	y	y	y	n	n	y	y	n
380	4.007795883	451.8836318	2.184795558	0.941324767	16.16888918	24.45314771	fork	colored	cooled	y	y	y	y	y	y	y	y
381	9.060400953	161.7199844	1.541850952	0.754447052	14.09664524	28.68524617	german	mono	cooled	y	y	y	n	y	y	y	n
382	0.122676812	168.3914061	0.638562433	0.32681208	21.11554099	24.05206235	fork	mono	cooled	y	n	y	n	y	y	y	y
383	4.028309595	44.11450619	1.621503979	0.194916058	12.22768215	29.64962066	theodolite	mono	cooled	y	n	y	n	y	y	y	n
384	7.109607513	14.47305442	1.73832248	0.455629975	22.34602463	12.84256346	fork	mono	cooled	y	y	y	y	y	y	y	y
385	7.425700458	487.2050291	1.12621958	0.877980732	23.02134211	13.74642685	fork	mono	cooled	y	n	y	y	y	y	y	y
386	1.89436135	414.6677597	2.64730105	0.991397166	13.57832765	26.61917473	german	mono	cooled	y	y	n	y	n	y	y	y
387	5.967035956	307.9033013	1.448520904	0.525824069	18.04731658	31.84527706	german	mono	cooled	y	y	y	y	y	y	y	y
388	0.299322999	166.8371183	2.812316557	0.143784789	11.74695543	14.22444762	german	mono	cooled	y	y	y	y	n	y	y	y
389	8.574018183	385.2191886	0.830028081	0.54230012	16.39807351	22.13121604	fork	mono	cooled	n	y	y	n	y	n	y	n
390	4.9886659	571.2134978	0.256917428	0.533565845	24.52425832	25.43336065	german	mono	cooled	n	y	y	y	y	n	y	y
391	6.24432957	363.6208252	1.729294495	0.553790978	16.10413343	21.82923417	theodolite	colored	cooled	y	n	n	y	y	y	y	y
392	1.03538499	362.1528278	1.892466398	0.996056732	22.69324416	31.91871871	fork	mono	cooled	y	n	y	y	y	y	y	y
393	8.932740705	204.9963085	0.368287979	0.318728782	8.594221051	19.97164522	theodolite	mono	cooled	y	y	y	y	y	y	y	y
394	4.72887519	382.2664403	0.90692424	0.276474243	13.98620846	16.2538766	german	mono	cooled	y	n	y	y	n	y	y	y
395	9.923711475	158.6131167	2.903669471	0.375188863	19.04291327	26.28495251	fork	colored	cooled	y	y	y	n	y	y	n	y
396	2.178643702	434.9378406	0.154982699	0.81520165	22.56862422	34.87714093	fork	mono	uncooled	y	n	y	y	y	y	y	n
397	0.319087415	111.2869518	2.737837659	0.613805387	16.85568601	17.48730582	german	mono	cooled	y	y	y	y	y	y	y	y
398	7.681439917	518.6241581	2.64797016	0.828143709	15.25449537	17.56046175	theodolite	mono	cooled	y	y	y	y	n	y	n	n
399	2.63302547	222.4063936	2.671574956	0.793584088	19.26944946	24.8642806	fork	colored	cooled	y	y	n	y	y	y	y	y
400	0.270972753	536.3322674	1.7924445	0.99652495	12.31670771	17.71998031	fork	mono	cooled	n	y	y	y	y	y	n	y
401	3.581525798	273.5124652	2.746055599	0.192038762	9.90563438	17.14771007	fork	mono	cooled	y	y	y	y	n	y	y	y
402	5.274020245	267.0900428	0.62760775	0.103300406	18.54002534	17.45320082	fork	mono	cooled	n	n	n	y	n	y	y	y
403	2.421341363	185.8898138	2.2937472	0.521700169	19.48014064	14.32664786	fork	mono	cooled	y	y	y	y	y	y	y	n
404	3.755814225	219.6600256	1.159099316	0.438072915	24.53417388	17.92996531	german	mono	cooled	y	n	y	y	y	y	n	y
405	5.228203984	262.4716118	2.272540625	0.548019414	9.688717093	34.48381961	fork	mono	cooled	y	y	y	y	y	y	y	y
406	2.230130151	598.4288563	2.450519386	0.756525443	12.03950582	32.43669866	german	colored	cooled	y	y	n	y	n	y	n	y
407	9.583771263	519.6983549	2.166660491	0.346843585	8.210845749	20.2513892	german	colored	cooled	y	y	n	y	y	y	y	y
408	1.597366066	335.0356168	1.837420779	0.511711145	11.56528392	26.75634561	theodolite	colored	cooled	y	y	y	n	n	y	y	y
409	4.095966264	294.8903324	1.427709587	0.603689324	12.29339009	16.5848212	fork	mono	cooled	y	n	y	y	y	y	y	y
410	2.389267653	367.302322	1.32647923	0.591337941	13.64934039	27.7987962	german	mono	cooled	n	y	y	y	y	y	y	n
411	9.383036491	88.84907791	0.28436805	0.425468713	9.081634501	20.90636238	theodolite	mono	cooled	y	y	n	n	n	y	y	y
412	7.577517669	77.09695253	1.344456531	0.685569687	20.30047327	21.75319276	theodolite	mono	cooled	y	y	n	y	y	y	y	y
413	6.775271737	538.3181659	2.833079726	0.630982869	16.41872025	15.04249964	theodolite	colored	cooled	y	y	n	y	y	y	y	y
414	6.789202895	81.33083229	2.894491389	0.400982135	22.74417897	19.2860954	fork	colored	cooled	y	y	y	y	y	n	y	y
415	6.68131894	249.7414929	1.586619047	0.576522913	15.33195995	24.93438798	theodolite	colored	cooled	y	n	y	y	y	y	y	y
416	5.420506886	272.4953319	1.500429368	0.400290824	23.71855666	17.12498525	fork	mono	cooled	y	y	y	n	y	y	y	y
417	4.860667134	44.04429277	0.932053114	0.514548386	10.15404257	30.83943337	fork	mono	cooled	y	y	n	y	y	y	y	y
418	2.012688854	167.4308424	2.124099344	0.404590591	15.04912002	23.38775479	theodolite	mono	cooled	y	y	y	y	y	n	n	y
419	7.458643336	215.4271083	1.054703562	0.480518164	21.29961055	30.58462742	theodolite	mono	cooled	y	y	y	y	y	y	y	y
420	4.377355273	30.39803861	1.498341433	0.298767883	18.66320485	25.72045192	theodolite	mono	cooled	y	y	y	y	y	y	y	y
421	7.200474217	177.8744084	2.560920115	0.984045105	9.595855592	22.91608705	fork	mono	cooled	y	y	y	n	y	y	y	y
422	9.557189033	460.2913304	1.366657139	0.356880457	12.74548506	18.09473006	fork	mono	cooled	y	y	y	y	y	y	y	n
423	0.830440222	338.968865	1.862751528	0.745186037	16.05178496	17.75409725	theodolite	colored	cooled	n	y	y	n	y	y	n	y
424	5.202498964	47.09269947	2.442905994	0.794563875	19.82495627	15.6056877	german	mono	cooled	y	y	y	n	n	y	y	y
425	6.271973796	338.3652037	0.239924989	0.494010409	18.97842229	15.25403441	fork	mono	cooled	y	y	y	n	y	y	y	y
426	3.093141457	574.3347741	2.963347313	0.370107753	21.98055607	16.54686722	fork	mono	cooled	y	y	y	y	y	n	n	y
427	6.318001565	282.1168452	2.3213358	0.326888995	24.17897945	18.12581566	german	mono	cooled	y	y	y	y	y	y	y	n
428	7.784308062	489.373709	1.151827557	0.463284568	17.55752773	22.02360387	fork	mono	cooled	n	n	y	y	n	y	y	y
429	9.85323762	76.64099534	0.576752493	0.364661991	11.34336997	13.12015014	theodolite	colored	cooled	y	y	y	y	y	y	y	y
