PID	title	project_type	PI	description	aperture_upper_limit	aperture_lower_limit	FoV_upper_limit	FoV_lower_limit	pixel_scale_upper_limit_(/pix)	pixel_scale_lower_limit_(/pix)	mount_type(german,fork,theodolite)	camera_type_(colored,mono)	camera_type(cooled,uncooled)	Johnson_B	Johnson_V	Johnson_R	SDSS_u	SDSS_g	SDSS_r	SDSS_i	SDSS_z
755	Observe Galaxy 109	regular	786	Observe Galaxy 109 25 times	30	30	600	1	3	0.1	fork	mono	uncooled	y	y	y	y	n	y	y	y
756	Observe Galaxy 110	regular	74	Observe Galaxy 110 32 times	30	30	600	1	3	0.1	theodolite	colored	uncooled	y	n	n	y	n	y	y	y
757	Observe Galaxy 111	regular	964	Observe Galaxy 111 58 times	30	30	600	1	3	0.1	fork	colored	cooled	y	n	y	n	y	y	y	y
758	Observe Exoplanets 232	regular	554	Observe Exoplanets 232 35 times	30	30	600	1	3	0.1	fork	mono	uncooled	y	n	y	y	y	y	n	y
759	Observe Exoplanets 233	regular	126	Observe Exoplanets 233 20 times	30	30	600	1	3	0.1	german	colored	uncooled	y	y	y	y	n	n	n	n
760	Observe Exoplanets 234	regular	672	Observe Exoplanets 234 15 times	30	30	600	1	3	0.1	theodolite	mono	uncooled	y	n	y	y	y	y	n	y
761	Observe Exoplanets 235	regular	122	Observe Exoplanets 235 8 times	30	30	600	1	3	0.1	fork	mono	uncooled	y	y	y	y	y	y	y	y
762	Observe Exoplanets 236	regular	861	Observe Exoplanets 236 20 times	30	30	600	1	3	0.1	german	mono	uncooled	y	n	n	y	y	n	y	y
763	Observe Supernova 142	regular	791	Observe Supernova 142 92 times	30	30	600	1	3	0.1	fork	mono	uncooled	n	y	y	n	y	n	y	y
764	Observe Supernova 143	regular	181	Observe Supernova 143 19 times	30	30	600	1	3	0.1	fork	mono	cooled	y	y	n	y	y	y	y	y
765	Observe Galaxy 112	regular	520	Observe Galaxy 112 97 times	30	30	600	1	3	0.1	theodolite	colored	cooled	y	y	y	y	y	y	y	y
766	Observe Galaxy 113	regular	867	Observe Galaxy 113 59 times	30	30	600	1	3	0.1	fork	mono	cooled	y	y	y	y	n	n	y	y
767	Observe Exoplanets 237	regular	259	Observe Exoplanets 237 77 times	30	30	600	1	3	0.1	german	mono	cooled	y	y	y	n	y	y	y	y
768	Observe Supernova 144	regular	92	Observe Supernova 144 46 times	30	30	600	1	3	0.1	fork	mono	cooled	y	y	y	y	y	y	n	y
769	Observe Star 117	regular	342	Observe Star 117 57 times	30	30	600	1	3	0.1	german	colored	uncooled	y	n	y	n	y	y	y	y
770	Observe GRB 85	transient	566	Observe GRB 85 26 times	30	30	600	1	3	0.1	fork	mono	uncooled	y	y	y	y	y	n	y	y
771	Observe Star 118	regular	518	Observe Star 118 3 times	30	30	600	1	3	0.1	theodolite	colored	cooled	y	n	y	y	y	y	n	y
772	Observe Asteriods 44	regular	974	Observe Asteriods 44 42 times	30	30	600	1	3	0.1	theodolite	mono	cooled	y	y	y	n	y	y	n	n
773	Observe Supernova 145	regular	460	Observe Supernova 145 50 times	30	30	600	1	3	0.1	german	mono	cooled	y	n	n	y	y	y	y	n
774	Observe Supernova 146	transient	85	Observe Supernova 146 39 times	30	30	600	1	3	0.1	fork	colored	cooled	y	n	n	n	y	y	y	n
775	Observe Exoplanets 238	regular	162	Observe Exoplanets 238 88 times	30	30	600	1	3	0.1	fork	mono	cooled	y	y	n	y	y	y	y	n
776	Observe Exoplanets 239	target_of_opportunity	527	Observe Exoplanets 239 19 times	30	30	600	1	3	0.1	fork	mono	cooled	y	n	n	n	y	n	y	n
777	Observe Exoplanets 240	target_of_opportunity	745	Observe Exoplanets 240 8 times	30	30	600	1	3	0.1	fork	colored	uncooled	y	y	y	y	y	y	y	y
778	Observe Exoplanets 241	regular	209	Observe Exoplanets 241 11 times	30	30	600	1	3	0.1	fork	colored	cooled	y	y	y	y	y	y	n	y
779	Observe Star 119	transient	758	Observe Star 119 70 times	30	30	600	1	3	0.1	theodolite	mono	cooled	y	n	n	y	y	y	y	n
780	Observe Exoplanets 242	regular	263	Observe Exoplanets 242 20 times	30	30	600	1	3	0.1	theodolite	mono	cooled	y	y	y	y	y	y	y	n
781	Observe Star 120	regular	610	Observe Star 120 2 times	30	30	600	1	3	0.1	theodolite	mono	cooled	n	y	y	y	n	y	y	y
782	Observe Star 121	regular	664	Observe Star 121 54 times	30	30	600	1	3	0.1	fork	mono	cooled	y	n	n	y	y	y	y	n
783	Observe Star 122	regular	938	Observe Star 122 35 times	30	30	600	1	3	0.1	german	mono	cooled	y	y	y	y	y	n	y	y
784	Observe Exoplanets 243	target_of_opportunity	636	Observe Exoplanets 243 93 times	30	30	600	1	3	0.1	fork	colored	uncooled	n	n	y	y	y	y	y	y
785	Observe Galaxy 114	transient	515	Observe Galaxy 114 19 times	30	30	600	1	3	0.1	theodolite	mono	cooled	y	n	y	y	y	n	y	y
786	Observe Star 123	transient	559	Observe Star 123 1 times	30	30	600	1	3	0.1	theodolite	colored	cooled	n	y	y	y	n	y	y	y
787	Observe Exoplanets 244	regular	519	Observe Exoplanets 244 92 times	30	30	600	1	3	0.1	fork	mono	uncooled	n	y	y	n	y	y	y	y
788	Observe Exoplanets 245	regular	244	Observe Exoplanets 245 4 times	30	30	600	1	3	0.1	fork	colored	cooled	y	y	n	y	y	y	y	y
789	Observe Star 124	regular	200	Observe Star 124 45 times	30	30	600	1	3	0.1	fork	mono	cooled	y	y	y	y	y	y	y	y
790	Observe Exoplanets 246	target_of_opportunity	837	Observe Exoplanets 246 4 times	30	30	600	1	3	0.1	german	mono	uncooled	n	n	y	y	y	y	y	y
791	Observe Star 125	target_of_opportunity	542	Observe Star 125 1 times	30	30	600	1	3	0.1	fork	mono	cooled	y	y	y	y	y	n	n	y
792	Observe Exoplanets 247	regular	297	Observe Exoplanets 247 75 times	30	30	600	1	3	0.1	fork	mono	uncooled	y	y	y	y	n	y	y	y
793	Observe Star 126	regular	533	Observe Star 126 51 times	30	30	600	1	3	0.1	fork	mono	cooled	y	y	y	y	y	y	y	y
794	Observe Exoplanets 248	regular	965	Observe Exoplanets 248 23 times	30	30	600	1	3	0.1	fork	mono	cooled	n	n	y	n	y	y	n	y
795	Observe Star 127	regular	920	Observe Star 127 51 times	30	30	600	1	3	0.1	fork	mono	cooled	n	y	y	y	y	y	n	n
796	Observe Supernova 147	regular	957	Observe Supernova 147 85 times	30	30	600	1	3	0.1	fork	mono	cooled	y	y	n	y	n	y	n	y
797	Observe Asteriods 45	transient	698	Observe Asteriods 45 4 times	30	30	600	1	3	0.1	theodolite	colored	cooled	y	n	y	n	y	n	n	y
798	Observe Supernova 148	transient	847	Observe Supernova 148 44 times	30	30	600	1	3	0.1	german	mono	cooled	n	n	y	n	y	y	y	n
799	Observe Exoplanets 249	regular	237	Observe Exoplanets 249 72 times	30	30	600	1	3	0.1	german	mono	cooled	y	y	y	y	y	n	y	y
800	Observe Asteriods 46	regular	276	Observe Asteriods 46 70 times	30	30	600	1	3	0.1	fork	mono	uncooled	n	y	n	y	y	y	y	y
801	Observe Star 128	transient	260	Observe Star 128 39 times	30	30	600	1	3	0.1	german	mono	uncooled	n	y	y	y	y	y	y	y
802	Observe Exoplanets 250	transient	798	Observe Exoplanets 250 75 times	30	30	600	1	3	0.1	german	mono	cooled	y	n	y	y	n	y	y	y
803	Observe Supernova 149	transient	273	Observe Supernova 149 20 times	30	30	600	1	3	0.1	fork	mono	uncooled	y	y	y	n	y	n	y	y
804	Observe Star 129	regular	339	Observe Star 129 25 times	30	30	600	1	3	0.1	german	colored	cooled	n	y	y	y	y	n	n	y
805	Observe GRB 86	regular	362	Observe GRB 86 37 times	30	30	600	1	3	0.1	fork	mono	uncooled	y	y	n	y	y	n	y	y
806	Observe Exoplanets 251	target_of_opportunity	93	Observe Exoplanets 251 1 times	30	30	600	1	3	0.1	fork	mono	cooled	y	y	n	y	n	y	n	y
807	Observe Exoplanets 252	transient	311	Observe Exoplanets 252 89 times	30	30	600	1	3	0.1	fork	colored	cooled	y	y	n	y	y	y	y	y
808	Observe Star 130	regular	420	Observe Star 130 87 times	30	30	600	1	3	0.1	fork	mono	uncooled	y	y	y	n	y	y	n	y
809	Observe Galaxy 115	regular	940	Observe Galaxy 115 35 times	30	30	600	1	3	0.1	fork	mono	cooled	y	y	y	n	y	y	y	y
810	Observe Asteriods 47	transient	331	Observe Asteriods 47 29 times	30	30	600	1	3	0.1	fork	mono	uncooled	n	y	y	y	y	y	y	y
811	Observe Comet 33	transient	348	Observe Comet 33 21 times	30	30	600	1	3	0.1	german	mono	cooled	y	y	y	y	y	y	y	y
812	Observe Comet 34	regular	366	Observe Comet 34 73 times	30	30	600	1	3	0.1	fork	mono	uncooled	y	n	y	y	y	y	y	n
813	Observe Galaxy 116	regular	502	Observe Galaxy 116 87 times	30	30	600	1	3	0.1	fork	colored	uncooled	y	y	y	y	y	n	y	y
814	Observe Exoplanets 253	regular	67	Observe Exoplanets 253 11 times	30	30	600	1	3	0.1	german	mono	uncooled	y	y	y	y	y	y	y	y
815	Observe Galaxy 117	regular	192	Observe Galaxy 117 30 times	30	30	600	1	3	0.1	fork	mono	uncooled	y	y	y	y	n	y	y	n
816	Observe Supernova 150	regular	983	Observe Supernova 150 42 times	30	30	600	1	3	0.1	theodolite	mono	uncooled	y	n	y	y	n	y	n	y
817	Observe Exoplanets 254	transient	20	Observe Exoplanets 254 75 times	30	30	600	1	3	0.1	fork	mono	cooled	y	n	y	y	n	y	y	y
818	Observe Star 131	regular	767	Observe Star 131 30 times	30	30	600	1	3	0.1	fork	colored	cooled	y	y	n	y	y	y	y	y
819	Observe Galaxy 118	regular	248	Observe Galaxy 118 19 times	30	30	600	1	3	0.1	theodolite	mono	cooled	y	y	y	y	n	n	y	y
820	Observe Exoplanets 255	target_of_opportunity	587	Observe Exoplanets 255 38 times	30	30	600	1	3	0.1	fork	mono	cooled	y	y	n	n	n	y	y	y
821	Observe Supernova 151	regular	540	Observe Supernova 151 67 times	30	30	600	1	3	0.1	fork	mono	cooled	n	n	n	n	y	y	y	y
822	Observe Supernova 152	transient	838	Observe Supernova 152 55 times	30	30	600	1	3	0.1	fork	mono	uncooled	y	y	y	n	y	n	y	y
823	Observe Asteriods 48	regular	65	Observe Asteriods 48 86 times	30	30	600	1	3	0.1	german	colored	cooled	y	y	n	y	y	y	y	n
824	Observe GRB 87	regular	770	Observe GRB 87 83 times	30	30	600	1	3	0.1	fork	mono	cooled	y	y	n	y	y	y	y	y
825	Observe Exoplanets 256	regular	18	Observe Exoplanets 256 11 times	30	30	600	1	3	0.1	theodolite	mono	cooled	n	n	n	y	n	y	y	y
826	Observe GRB 88	transient	624	Observe GRB 88 34 times	30	30	600	1	3	0.1	german	colored	cooled	y	y	y	y	y	y	n	y
827	Observe Exoplanets 257	regular	191	Observe Exoplanets 257 6 times	30	30	600	1	3	0.1	fork	mono	cooled	n	n	y	n	y	y	y	y
828	Observe GRB 89	regular	642	Observe GRB 89 77 times	30	30	600	1	3	0.1	fork	mono	cooled	y	y	y	n	y	y	y	y
829	Observe Exoplanets 258	regular	11	Observe Exoplanets 258 21 times	30	30	600	1	3	0.1	theodolite	colored	uncooled	y	y	y	y	y	y	y	n
830	Observe Exoplanets 259	transient	867	Observe Exoplanets 259 0 times	30	30	600	1	3	0.1	german	mono	uncooled	y	y	y	y	y	n	y	n
831	Observe Exoplanets 260	regular	944	Observe Exoplanets 260 69 times	30	30	600	1	3	0.1	fork	colored	cooled	y	y	y	y	y	y	n	y
832	Observe Comet 35	regular	160	Observe Comet 35 91 times	30	30	600	1	3	0.1	german	mono	uncooled	y	y	y	y	y	y	y	y
833	Observe Galaxy 119	target_of_opportunity	21	Observe Galaxy 119 52 times	30	30	600	1	3	0.1	fork	mono	uncooled	y	y	n	y	y	y	y	y
834	Observe Supernova 153	target_of_opportunity	487	Observe Supernova 153 56 times	30	30	600	1	3	0.1	fork	colored	cooled	y	y	n	y	y	y	y	n
835	Observe Supernova 154	transient	203	Observe Supernova 154 79 times	30	30	600	1	3	0.1	german	colored	cooled	n	n	y	n	y	y	y	y
836	Observe Galaxy 120	regular	374	Observe Galaxy 120 89 times	30	30	600	1	3	0.1	theodolite	mono	cooled	y	y	y	y	y	y	y	y
837	Observe Exoplanets 261	regular	543	Observe Exoplanets 261 7 times	30	30	600	1	3	0.1	german	colored	uncooled	y	y	n	n	n	y	y	y
838	Observe Star 132	transient	389	Observe Star 132 78 times	30	30	600	1	3	0.1	german	mono	uncooled	y	y	y	y	n	n	y	y
839	Observe Exoplanets 262	transient	582	Observe Exoplanets 262 54 times	30	30	600	1	3	0.1	german	colored	uncooled	y	y	y	y	y	y	n	y
840	Observe Exoplanets 263	regular	344	Observe Exoplanets 263 66 times	30	30	600	1	3	0.1	fork	mono	uncooled	n	y	n	y	n	n	y	y
841	Observe Exoplanets 264	regular	37	Observe Exoplanets 264 58 times	30	30	600	1	3	0.1	fork	mono	cooled	y	y	n	n	y	y	y	y
842	Observe Galaxy 121	transient	541	Observe Galaxy 121 72 times	30	30	600	1	3	0.1	fork	mono	cooled	y	y	y	y	n	y	y	y
843	Observe Exoplanets 265	regular	491	Observe Exoplanets 265 72 times	30	30	600	1	3	0.1	fork	mono	cooled	y	y	y	y	y	y	y	y
844	Observe GRB 90	regular	763	Observe GRB 90 54 times	30	30	600	1	3	0.1	fork	colored	uncooled	y	n	y	y	y	y	y	y
845	Observe GRB 91	regular	474	Observe GRB 91 37 times	30	30	600	1	3	0.1	theodolite	mono	uncooled	y	y	y	y	y	y	n	y
846	Observe Galaxy 122	regular	382	Observe Galaxy 122 49 times	30	30	600	1	3	0.1	fork	colored	cooled	y	y	y	y	y	y	y	n
847	Observe Exoplanets 266	target_of_opportunity	219	Observe Exoplanets 266 6 times	30	30	600	1	3	0.1	theodolite	mono	cooled	n	y	n	y	y	y	y	y
848	Observe Star 133	regular	90	Observe Star 133 46 times	30	30	600	1	3	0.1	fork	mono	cooled	y	y	y	n	y	y	n	y
849	Observe Star 134	regular	612	Observe Star 134 92 times	30	30	600	1	3	0.1	fork	colored	cooled	y	y	y	n	y	y	y	y
850	Observe Exoplanets 267	regular	482	Observe Exoplanets 267 99 times	30	30	600	1	3	0.1	german	colored	cooled	y	n	y	y	y	y	n	y
851	Observe Supernova 155	regular	765	Observe Supernova 155 18 times	30	30	600	1	3	0.1	german	mono	cooled	y	y	y	y	y	n	y	y
852	Observe Star 135	regular	959	Observe Star 135 42 times	30	30	600	1	3	0.1	fork	mono	cooled	y	y	y	y	n	y	y	y
853	Observe Star 136	regular	769	Observe Star 136 61 times	30	30	600	1	3	0.1	fork	mono	uncooled	y	y	n	n	y	n	n	y
854	Observe Star 137	regular	971	Observe Star 137 12 times	30	30	600	1	3	0.1	german	colored	cooled	y	y	y	y	n	n	n	n
855	Observe Star 138	regular	857	Observe Star 138 65 times	30	30	600	1	3	0.1	german	colored	uncooled	y	n	y	y	n	y	y	y
856	Observe Supernova 156	target_of_opportunity	925	Observe Supernova 156 29 times	30	30	600	1	3	0.1	german	mono	cooled	y	y	y	y	y	n	y	y
857	Observe Exoplanets 268	regular	375	Observe Exoplanets 268 6 times	30	30	600	1	3	0.1	fork	mono	cooled	y	y	y	y	y	y	y	y
858	Observe Galaxy 123	regular	504	Observe Galaxy 123 51 times	30	30	600	1	3	0.1	german	mono	uncooled	y	y	y	n	y	y	y	y
859	Observe Exoplanets 269	regular	284	Observe Exoplanets 269 6 times	30	30	600	1	3	0.1	german	mono	uncooled	n	y	y	y	y	y	y	y
860	Observe Supernova 157	regular	462	Observe Supernova 157 24 times	30	30	600	1	3	0.1	fork	mono	cooled	y	n	y	y	y	y	y	y
861	Observe Star 139	transient	645	Observe Star 139 57 times	30	30	600	1	3	0.1	german	mono	uncooled	y	n	y	y	y	y	y	y
862	Observe Exoplanets 270	regular	647	Observe Exoplanets 270 35 times	30	30	600	1	3	0.1	fork	mono	cooled	y	y	y	y	y	y	y	n
863	Observe Supernova 158	regular	84	Observe Supernova 158 17 times	30	30	600	1	3	0.1	german	mono	cooled	y	y	y	y	n	y	y	n
864	Observe Exoplanets 271	regular	144	Observe Exoplanets 271 68 times	30	30	600	1	3	0.1	fork	mono	cooled	y	y	n	y	y	y	y	y
865	Observe Star 140	regular	380	Observe Star 140 40 times	30	30	600	1	3	0.1	fork	mono	cooled	n	y	y	y	y	y	y	y
866	Observe Asteriods 49	transient	47	Observe Asteriods 49 22 times	30	30	600	1	3	0.1	theodolite	mono	uncooled	y	y	y	n	y	y	y	y
867	Observe Supernova 159	transient	259	Observe Supernova 159 43 times	30	30	600	1	3	0.1	fork	mono	uncooled	n	n	y	y	y	y	y	y
868	Observe Galaxy 124	regular	499	Observe Galaxy 124 2 times	30	30	600	1	3	0.1	fork	mono	uncooled	n	y	y	n	y	n	y	y
869	Observe Exoplanets 272	regular	449	Observe Exoplanets 272 89 times	30	30	600	1	3	0.1	german	colored	uncooled	y	n	y	y	y	y	y	y
870	Observe Star 141	regular	331	Observe Star 141 71 times	30	30	600	1	3	0.1	fork	mono	cooled	y	y	y	y	y	y	y	y
871	Observe Exoplanets 273	regular	675	Observe Exoplanets 273 0 times	30	30	600	1	3	0.1	theodolite	mono	cooled	n	y	y	y	n	y	y	n
872	Observe Star 142	regular	678	Observe Star 142 63 times	30	30	600	1	3	0.1	fork	mono	cooled	y	y	y	y	y	n	y	y
873	Observe Exoplanets 274	transient	907	Observe Exoplanets 274 52 times	30	30	600	1	3	0.1	fork	colored	uncooled	y	y	y	n	y	y	y	y
874	Observe Star 143	regular	655	Observe Star 143 69 times	30	30	600	1	3	0.1	fork	mono	uncooled	y	y	y	y	y	n	y	y
875	Observe Asteriods 50	transient	896	Observe Asteriods 50 53 times	30	30	600	1	3	0.1	fork	colored	cooled	y	y	y	y	y	y	y	n
876	Observe Exoplanets 275	target_of_opportunity	736	Observe Exoplanets 275 34 times	30	30	600	1	3	0.1	theodolite	colored	cooled	y	y	y	y	y	n	n	y
877	Observe Supernova 160	transient	277	Observe Supernova 160 46 times	30	30	600	1	3	0.1	german	colored	uncooled	y	y	y	y	y	y	n	y
878	Observe Supernova 161	regular	561	Observe Supernova 161 16 times	30	30	600	1	3	0.1	german	colored	cooled	n	y	y	y	y	n	y	y
879	Observe Exoplanets 276	transient	346	Observe Exoplanets 276 45 times	30	30	600	1	3	0.1	german	mono	cooled	y	y	n	y	y	y	n	n
880	Observe Supernova 162	regular	924	Observe Supernova 162 12 times	30	30	600	1	3	0.1	german	colored	cooled	n	n	y	y	y	n	n	y
881	Observe Supernova 163	transient	78	Observe Supernova 163 94 times	30	30	600	1	3	0.1	fork	mono	cooled	y	y	y	y	y	y	n	y
882	Observe Exoplanets 277	target_of_opportunity	427	Observe Exoplanets 277 82 times	30	30	600	1	3	0.1	theodolite	colored	cooled	y	y	y	y	y	y	y	y
883	Observe Galaxy 125	regular	860	Observe Galaxy 125 86 times	30	30	600	1	3	0.1	german	mono	uncooled	y	y	y	y	y	y	y	y
884	Observe Star 144	target_of_opportunity	312	Observe Star 144 94 times	30	30	600	1	3	0.1	theodolite	mono	cooled	n	n	y	y	y	y	y	y
885	Observe Supernova 164	regular	342	Observe Supernova 164 81 times	30	30	600	1	3	0.1	fork	colored	cooled	y	n	y	y	y	y	y	y
886	Observe Star 145	regular	450	Observe Star 145 24 times	30	30	600	1	3	0.1	fork	colored	cooled	y	y	y	n	y	y	y	y
887	Observe Comet 36	regular	725	Observe Comet 36 20 times	30	30	600	1	3	0.1	german	colored	cooled	n	y	y	y	y	y	n	y
888	Observe Asteriods 51	regular	965	Observe Asteriods 51 74 times	30	30	600	1	3	0.1	fork	mono	cooled	y	y	y	n	y	y	y	y
889	Observe Star 146	regular	646	Observe Star 146 14 times	30	30	600	1	3	0.1	theodolite	mono	uncooled	y	y	y	y	y	y	n	y
890	Observe Supernova 165	regular	495	Observe Supernova 165 68 times	30	30	600	1	3	0.1	fork	mono	cooled	y	y	y	y	y	y	y	n
891	Observe Comet 37	regular	526	Observe Comet 37 46 times	30	30	600	1	3	0.1	fork	mono	cooled	y	y	y	n	n	y	y	y
892	Observe GRB 92	regular	825	Observe GRB 92 68 times	30	30	600	1	3	0.1	german	colored	cooled	y	y	y	y	y	y	y	n
893	Observe Comet 38	regular	538	Observe Comet 38 17 times	30	30	600	1	3	0.1	german	mono	uncooled	y	y	y	y	y	y	y	n
894	Observe Galaxy 126	regular	298	Observe Galaxy 126 41 times	30	30	600	1	3	0.1	fork	colored	cooled	y	y	n	y	y	n	y	y
895	Observe GRB 93	regular	350	Observe GRB 93 9 times	30	30	600	1	3	0.1	fork	mono	uncooled	y	y	y	n	n	y	y	y
896	Observe Galaxy 127	transient	25	Observe Galaxy 127 68 times	30	30	600	1	3	0.1	theodolite	colored	uncooled	y	y	y	n	y	y	y	y
897	Observe Exoplanets 278	regular	798	Observe Exoplanets 278 64 times	30	30	600	1	3	0.1	german	mono	uncooled	y	y	y	n	y	y	y	y
898	Observe Star 147	regular	12	Observe Star 147 14 times	30	30	600	1	3	0.1	theodolite	colored	cooled	y	y	y	y	y	n	y	y
899	Observe Exoplanets 279	regular	464	Observe Exoplanets 279 99 times	30	30	600	1	3	0.1	german	mono	uncooled	y	n	y	y	y	y	y	y
900	Observe Exoplanets 280	regular	533	Observe Exoplanets 280 33 times	30	30	600	1	3	0.1	german	mono	uncooled	y	y	y	y	y	y	y	y
901	Observe Star 148	regular	369	Observe Star 148 74 times	30	30	600	1	3	0.1	fork	mono	uncooled	y	y	y	y	n	y	y	y
902	Observe Star 149	target_of_opportunity	565	Observe Star 149 40 times	30	30	600	1	3	0.1	german	mono	uncooled	n	y	y	y	y	y	n	y
903	Observe Supernova 166	regular	26	Observe Supernova 166 99 times	30	30	600	1	3	0.1	german	mono	uncooled	y	n	y	n	y	n	y	y
904	Observe GRB 94	regular	654	Observe GRB 94 90 times	30	30	600	1	3	0.1	theodolite	mono	cooled	y	y	y	y	y	n	y	y
905	Observe Star 150	regular	145	Observe Star 150 4 times	30	30	600	1	3	0.1	fork	colored	uncooled	y	y	y	y	y	y	y	y
906	Observe Galaxy 128	transient	444	Observe Galaxy 128 84 times	30	30	600	1	3	0.1	fork	colored	uncooled	y	n	y	y	y	y	y	y
907	Observe Comet 39	regular	141	Observe Comet 39 89 times	30	30	600	1	3	0.1	fork	mono	cooled	y	n	y	n	y	y	y	y
908	Observe Supernova 167	regular	733	Observe Supernova 167 64 times	30	30	600	1	3	0.1	german	colored	cooled	y	y	y	y	y	y	n	y
909	Observe Exoplanets 281	target_of_opportunity	181	Observe Exoplanets 281 11 times	30	30	600	1	3	0.1	theodolite	mono	cooled	y	y	y	y	y	n	y	n
910	Observe Exoplanets 282	transient	943	Observe Exoplanets 282 17 times	30	30	600	1	3	0.1	german	mono	cooled	y	n	y	y	y	y	y	y
911	Observe Supernova 168	regular	675	Observe Supernova 168 99 times	30	30	600	1	3	0.1	fork	mono	uncooled	y	y	y	y	y	y	y	y
912	Observe Supernova 169	regular	442	Observe Supernova 169 54 times	30	30	600	1	3	0.1	german	colored	uncooled	y	y	y	n	y	y	y	y
913	Observe Comet 40	regular	570	Observe Comet 40 86 times	30	30	600	1	3	0.1	fork	mono	uncooled	n	y	y	y	n	y	y	y
914	Observe Supernova 170	regular	742	Observe Supernova 170 26 times	30	30	600	1	3	0.1	fork	colored	cooled	y	n	y	y	y	y	y	y
915	Observe Star 151	transient	136	Observe Star 151 16 times	30	30	600	1	3	0.1	german	colored	cooled	n	y	y	y	y	y	n	y
916	Observe Supernova 171	target_of_opportunity	706	Observe Supernova 171 54 times	30	30	600	1	3	0.1	theodolite	mono	uncooled	y	y	y	y	y	y	y	y
917	Observe Exoplanets 283	regular	595	Observe Exoplanets 283 38 times	30	30	600	1	3	0.1	german	colored	cooled	y	y	y	y	y	y	n	y
918	Observe Supernova 172	transient	43	Observe Supernova 172 50 times	30	30	600	1	3	0.1	fork	colored	cooled	y	n	n	y	y	y	y	y
919	Observe Comet 41	regular	517	Observe Comet 41 18 times	30	30	600	1	3	0.1	theodolite	colored	cooled	n	n	y	y	y	y	y	y
920	Observe GRB 95	regular	223	Observe GRB 95 72 times	30	30	600	1	3	0.1	theodolite	mono	cooled	y	y	y	y	y	y	y	y
921	Observe Exoplanets 284	regular	336	Observe Exoplanets 284 50 times	30	30	600	1	3	0.1	fork	mono	cooled	n	y	y	y	y	n	y	y
922	Observe Supernova 173	regular	658	Observe Supernova 173 10 times	30	30	600	1	3	0.1	theodolite	mono	uncooled	y	y	y	y	n	y	y	y
923	Observe Star 152	transient	327	Observe Star 152 62 times	30	30	600	1	3	0.1	german	colored	cooled	y	y	y	y	y	n	y	y
924	Observe Exoplanets 285	regular	423	Observe Exoplanets 285 60 times	30	30	600	1	3	0.1	german	colored	uncooled	y	y	y	y	y	y	n	y
925	Observe Asteriods 52	regular	803	Observe Asteriods 52 12 times	30	30	600	1	3	0.1	fork	mono	cooled	y	y	n	y	y	y	y	y
926	Observe GRB 96	regular	16	Observe GRB 96 55 times	30	30	600	1	3	0.1	german	mono	cooled	y	n	y	y	y	y	y	y
927	Observe Star 153	regular	961	Observe Star 153 76 times	30	30	600	1	3	0.1	fork	mono	cooled	n	y	y	y	y	y	y	n
928	Observe Supernova 174	regular	273	Observe Supernova 174 92 times	30	30	600	1	3	0.1	fork	mono	uncooled	y	n	y	y	y	y	y	y
929	Observe Star 154	target_of_opportunity	324	Observe Star 154 37 times	30	30	600	1	3	0.1	fork	mono	cooled	y	y	y	y	y	y	n	y
930	Observe Supernova 175	regular	878	Observe Supernova 175 45 times	30	30	600	1	3	0.1	fork	mono	cooled	n	y	y	n	n	y	y	y
931	Observe Exoplanets 286	regular	864	Observe Exoplanets 286 84 times	30	30	600	1	3	0.1	fork	colored	uncooled	y	y	n	y	y	y	n	n
932	Observe Galaxy 129	regular	239	Observe Galaxy 129 80 times	30	30	600	1	3	0.1	german	colored	uncooled	n	y	y	n	y	y	y	n
933	Observe Galaxy 130	regular	724	Observe Galaxy 130 33 times	30	30	600	1	3	0.1	fork	colored	uncooled	n	y	n	y	y	y	n	y
934	Observe Supernova 176	regular	135	Observe Supernova 176 99 times	30	30	600	1	3	0.1	theodolite	mono	uncooled	n	y	n	y	y	y	y	y
935	Observe Comet 42	regular	780	Observe Comet 42 85 times	30	30	600	1	3	0.1	fork	colored	cooled	y	y	y	y	y	y	y	y
936	Observe Star 155	target_of_opportunity	262	Observe Star 155 19 times	30	30	600	1	3	0.1	theodolite	mono	cooled	y	y	y	y	y	y	y	y
937	Observe Supernova 177	regular	811	Observe Supernova 177 86 times	30	30	600	1	3	0.1	fork	mono	cooled	n	y	y	y	n	y	y	y
938	Observe Supernova 178	regular	526	Observe Supernova 178 78 times	30	30	600	1	3	0.1	german	mono	uncooled	y	y	n	y	y	y	y	y
939	Observe Supernova 179	target_of_opportunity	949	Observe Supernova 179 51 times	30	30	600	1	3	0.1	fork	mono	cooled	y	y	y	y	y	y	y	n
940	Observe Exoplanets 287	regular	862	Observe Exoplanets 287 15 times	30	30	600	1	3	0.1	fork	mono	cooled	y	n	n	y	y	n	y	y
941	Observe Supernova 180	regular	411	Observe Supernova 180 35 times	30	30	600	1	3	0.1	theodolite	colored	uncooled	y	y	y	y	y	y	y	y
942	Observe Exoplanets 288	regular	796	Observe Exoplanets 288 66 times	30	30	600	1	3	0.1	fork	mono	cooled	y	y	n	n	y	y	n	y
943	Observe Exoplanets 289	regular	294	Observe Exoplanets 289 1 times	30	30	600	1	3	0.1	theodolite	colored	uncooled	n	y	y	y	y	n	n	y
944	Observe Galaxy 131	regular	687	Observe Galaxy 131 4 times	30	30	600	1	3	0.1	fork	mono	uncooled	y	y	y	y	y	y	y	n
